unique_id,Item_ID,sentence,sentence_type,context,context_prime,ground_truth,indexical,question,non-shifted_option,shifted_option,renamed_sentence,name_mapping,gender
877,220,"When I was in New York with John, he said that Chris wanted to conduct a research study here.",non-quot,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They are both avid researchers always looking for new projects. Recently, I've been telling them about the cutting-edge research facilities and opportunities available right here in Los Angeles.",non-shifted,non-shifted,here,"According to the last sentence, where does Gregory want to conduct a research study?",Tampa,San Francisco,"Hi! I am Richard. I am a graduate student and I am studying in a cafe in Tampa. I have two friends named Jeremy and Gregory. They are both avid researchers always looking for new projects. Recently, I've been telling them about the cutting-edge research facilities and opportunities available right here in Tampa. When I was in San Francisco with Jeremy, he said that Gregory wanted to conduct a research study here.","Andrew -> Richard
John -> Jeremy
Chris -> Gregory
Los Angeles -> Tampa
New York -> San Francisco",male
878,220,"When I was in New York with John, he said that Chris wanted to conduct a research study here.",non-quot,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They are both avid researchers always looking for new projects. Surprisingly, they haven't conducted much research in New York, which is unexpected given its prestigious academic institutions.",shifted,non-shifted,here,"According to the last sentence, where does Gregory want to conduct a research study?",Tampa,San Francisco,"Hi! I am Richard. I am a graduate student and I am studying in a cafe in Tampa. I have two friends named Jeremy and Gregory. They are both avid researchers always looking for new projects. Surprisingly, they haven't conducted much research in San Francisco, which is unexpected given its prestigious academic institutions. When I was in San Francisco with Jeremy, he said that Gregory wanted to conduct a research study here.","Andrew -> Richard
John -> Jeremy
Chris -> Gregory
Los Angeles -> Tampa
New York -> San Francisco",male
879,220,"When I was in New York with John, he said ""Chris wants to conduct a research study here"".",quotation,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They are both avid researchers always looking for new projects. Recently, I've been telling them about the cutting-edge research facilities and opportunities available right here in Los Angeles.",non-shifted,shifted,here,"According to the last sentence, where does Gregory want to conduct a research study?",Tampa,San Francisco,"Hi! I am Richard. I am a graduate student and I am studying in a cafe in Tampa. I have two friends named Jeremy and Gregory. They are both avid researchers always looking for new projects. Recently, I've been telling them about the cutting-edge research facilities and opportunities available right here in Tampa. When I was in San Francisco with Jeremy, he said ""Gregory wants to conduct a research study here"".","Andrew -> Richard
John -> Jeremy
Chris -> Gregory
Los Angeles -> Tampa
New York -> San Francisco",male
880,220,"When I was in New York with John, he said ""Chris wants to conduct a research study here"".",quotation,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They are both avid researchers always looking for new projects. Surprisingly, they haven't conducted much research in New York, which is unexpected given its prestigious academic institutions.",shifted,shifted,here,"According to the last sentence, where does Gregory want to conduct a research study?",Tampa,San Francisco,"Hi! I am Richard. I am a graduate student and I am studying in a cafe in Tampa. I have two friends named Jeremy and Gregory. They are both avid researchers always looking for new projects. Surprisingly, they haven't conducted much research in San Francisco, which is unexpected given its prestigious academic institutions. When I was in San Francisco with Jeremy, he said ""Gregory wants to conduct a research study here"".","Andrew -> Richard
John -> Jeremy
Chris -> Gregory
Los Angeles -> Tampa
New York -> San Francisco",male
881,221,"When I was in New York with John, he said that Chris wanted to produce a music video here.",non-quot,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They are both passionate about music and video production, and I've been sharing with them how Los Angeles offers stunning locations and resources for shooting music videos.",non-shifted,non-shifted,here,"According to the last sentence, where does Jessica want to produce a music video?",Detroit,Tampa,"Hi! I am Diane. I am a graduate student and I am studying in a cafe in Detroit. I have two friends named Margaret and Jessica. They are both passionate about music and video production, and I've been sharing with them how Detroit offers stunning locations and resources for shooting music videos. When I was in Tampa with Margaret, she said that Jessica wanted to produce a music video here.","Andrew -> Diane
John -> Margaret
Chris -> Jessica
Los Angeles -> Detroit
New York -> Tampa",female
882,221,"When I was in New York with John, he said that Chris wanted to produce a music video here.",non-quot,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They are both passionate about music and video production. Surprisingly, they realized they haven't taken advantage of New York's iconic scenery for producing a music video yet, which is quite unexpected.",shifted,non-shifted,here,"According to the last sentence, where does Jessica want to produce a music video?",Detroit,Tampa,"Hi! I am Diane. I am a graduate student and I am studying in a cafe in Detroit. I have two friends named Margaret and Jessica. They are both passionate about music and video production. Surprisingly, they realized they haven't taken advantage of Tampa's iconic scenery for producing a music video yet, which is quite unexpected. When I was in Tampa with Margaret, she said that Jessica wanted to produce a music video here.","Andrew -> Diane
John -> Margaret
Chris -> Jessica
Los Angeles -> Detroit
New York -> Tampa",female
883,221,"When I was in New York with John, he said ""Chris wants to produce a music video here"".",quotation,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They are both passionate about music and video production, and I've been sharing with them how Los Angeles offers stunning locations and resources for shooting music videos.",non-shifted,shifted,here,"According to the last sentence, where does Jessica want to produce a music video?",Detroit,Tampa,"Hi! I am Diane. I am a graduate student and I am studying in a cafe in Detroit. I have two friends named Margaret and Jessica. They are both passionate about music and video production, and I've been sharing with them how Detroit offers stunning locations and resources for shooting music videos. When I was in Tampa with Margaret, she said ""Jessica wants to produce a music video here"".","Andrew -> Diane
John -> Margaret
Chris -> Jessica
Los Angeles -> Detroit
New York -> Tampa",female
884,221,"When I was in New York with John, he said ""Chris wants to produce a music video here"".",quotation,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They are both passionate about music and video production. Surprisingly, they realized they haven't taken advantage of New York's iconic scenery for producing a music video yet, which is quite unexpected.",shifted,shifted,here,"According to the last sentence, where does Jessica want to produce a music video?",Detroit,Tampa,"Hi! I am Diane. I am a graduate student and I am studying in a cafe in Detroit. I have two friends named Margaret and Jessica. They are both passionate about music and video production. Surprisingly, they realized they haven't taken advantage of Tampa's iconic scenery for producing a music video yet, which is quite unexpected. When I was in Tampa with Margaret, she said ""Jessica wants to produce a music video here"".","Andrew -> Diane
John -> Margaret
Chris -> Jessica
Los Angeles -> Detroit
New York -> Tampa",female
885,222,"When I was in New York with John, he said that Chris wanted to design a park here.",non-quot,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They both have a passion for urban design and love contributing to green spaces. Recently, I've been telling them about the exciting landscape architecture opportunities here in Los Angeles, which is perfect for designing parks.",non-shifted,non-shifted,here,"According to the last sentence, where does Judy want to design a park?",San Diego,Philadelphia,"Hi! I am Lisa. I am a graduate student and I am studying in a cafe in San Diego. I have two friends named Abigail and Judy. They both have a passion for urban design and love contributing to green spaces. Recently, I've been telling them about the exciting landscape architecture opportunities here in San Diego, which is perfect for designing parks. When I was in Philadelphia with Abigail, she said that Judy wanted to design a park here.","Andrew -> Lisa
John -> Abigail
Chris -> Judy
Los Angeles -> San Diego
New York -> Philadelphia",female
886,222,"When I was in New York with John, he said that Chris wanted to design a park here.",non-quot,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They both have a passion for urban design and love contributing to green spaces. Surprisingly, they realized they haven't contributed to park designs in New York yet, which is quite unexpected given the city's iconic park structures.",shifted,non-shifted,here,"According to the last sentence, where does Judy want to design a park?",San Diego,Philadelphia,"Hi! I am Lisa. I am a graduate student and I am studying in a cafe in San Diego. I have two friends named Abigail and Judy. They both have a passion for urban design and love contributing to green spaces. Surprisingly, they realized they haven't contributed to park designs in Philadelphia yet, which is quite unexpected given the city's iconic park structures. When I was in Philadelphia with Abigail, she said that Judy wanted to design a park here.","Andrew -> Lisa
John -> Abigail
Chris -> Judy
Los Angeles -> San Diego
New York -> Philadelphia",female
887,222,"When I was in New York with John, he said ""Chris wants to design a park here"".",quotation,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They both have a passion for urban design and love contributing to green spaces. Recently, I've been telling them about the exciting landscape architecture opportunities here in Los Angeles, which is perfect for designing parks.",non-shifted,shifted,here,"According to the last sentence, where does Judy want to design a park?",San Diego,Philadelphia,"Hi! I am Lisa. I am a graduate student and I am studying in a cafe in San Diego. I have two friends named Abigail and Judy. They both have a passion for urban design and love contributing to green spaces. Recently, I've been telling them about the exciting landscape architecture opportunities here in San Diego, which is perfect for designing parks. When I was in Philadelphia with Abigail, she said ""Judy wants to design a park here"".","Andrew -> Lisa
John -> Abigail
Chris -> Judy
Los Angeles -> San Diego
New York -> Philadelphia",female
888,222,"When I was in New York with John, he said ""Chris wants to design a park here"".",quotation,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They both have a passion for urban design and love contributing to green spaces. Surprisingly, they realized they haven't contributed to park designs in New York yet, which is quite unexpected given the city's iconic park structures.",shifted,shifted,here,"According to the last sentence, where does Judy want to design a park?",San Diego,Philadelphia,"Hi! I am Lisa. I am a graduate student and I am studying in a cafe in San Diego. I have two friends named Abigail and Judy. They both have a passion for urban design and love contributing to green spaces. Surprisingly, they realized they haven't contributed to park designs in Philadelphia yet, which is quite unexpected given the city's iconic park structures. When I was in Philadelphia with Abigail, she said ""Judy wants to design a park here"".","Andrew -> Lisa
John -> Abigail
Chris -> Judy
Los Angeles -> San Diego
New York -> Philadelphia",female
889,223,"When I was in New York with John, he said that Chris wanted to open a coffee shop here.",non-quot,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They are both coffee enthusiasts and have been exploring the vibrant cafe culture here in Los Angeles, which is perfect for opening a coffee shop.",non-shifted,non-shifted,here,"According to the last sentence, where does Joyce want to open a coffee shop?",Arlington,Omaha,"Hi! I am Jennifer. I am a graduate student and I am studying in a cafe in Arlington. I have two friends named Nicole and Joyce. They are both coffee enthusiasts and have been exploring the vibrant cafe culture here in Arlington, which is perfect for opening a coffee shop. When I was in Omaha with Nicole, she said that Joyce wanted to open a coffee shop here.","Andrew -> Jennifer
John -> Nicole
Chris -> Joyce
Los Angeles -> Arlington
New York -> Omaha",female
890,223,"When I was in New York with John, he said that Chris wanted to open a coffee shop here.",non-quot,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They are both coffee enthusiasts and realized they haven't opened a coffee shop in New York yet, which is surprising given the city's love for unique cafes.",shifted,non-shifted,here,"According to the last sentence, where does Joyce want to open a coffee shop?",Arlington,Omaha,"Hi! I am Jennifer. I am a graduate student and I am studying in a cafe in Arlington. I have two friends named Nicole and Joyce. They are both coffee enthusiasts and realized they haven't opened a coffee shop in Omaha yet, which is surprising given the city's love for unique cafes. When I was in Omaha with Nicole, she said that Joyce wanted to open a coffee shop here.","Andrew -> Jennifer
John -> Nicole
Chris -> Joyce
Los Angeles -> Arlington
New York -> Omaha",female
891,223,"When I was in New York with John, he said ""Chris wants to open a coffee shop here"".",quotation,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They are both coffee enthusiasts and have been exploring the vibrant cafe culture here in Los Angeles, which is perfect for opening a coffee shop.",non-shifted,shifted,here,"According to the last sentence, where does Joyce want to open a coffee shop?",Arlington,Omaha,"Hi! I am Jennifer. I am a graduate student and I am studying in a cafe in Arlington. I have two friends named Nicole and Joyce. They are both coffee enthusiasts and have been exploring the vibrant cafe culture here in Arlington, which is perfect for opening a coffee shop. When I was in Omaha with Nicole, she said ""Joyce wants to open a coffee shop here"".","Andrew -> Jennifer
John -> Nicole
Chris -> Joyce
Los Angeles -> Arlington
New York -> Omaha",female
892,223,"When I was in New York with John, he said ""Chris wants to open a coffee shop here"".",quotation,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They are both coffee enthusiasts and realized they haven't opened a coffee shop in New York yet, which is surprising given the city's love for unique cafes.",shifted,shifted,here,"According to the last sentence, where does Joyce want to open a coffee shop?",Arlington,Omaha,"Hi! I am Jennifer. I am a graduate student and I am studying in a cafe in Arlington. I have two friends named Nicole and Joyce. They are both coffee enthusiasts and realized they haven't opened a coffee shop in Omaha yet, which is surprising given the city's love for unique cafes. When I was in Omaha with Nicole, she said ""Joyce wants to open a coffee shop here"".","Andrew -> Jennifer
John -> Nicole
Chris -> Joyce
Los Angeles -> Arlington
New York -> Omaha",female
893,224,"When I was in New York with John, he said that Chris wanted to organize a yoga retreat here.",non-quot,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They both are yoga enthusiasts and have been discussing the relaxing and scenic locations available for retreats right here in Los Angeles, which is ideal for organizing yoga events.",non-shifted,non-shifted,here,"According to the last sentence, where does Carolyn want to organize a yoga retreat?",San Jose,Tulsa,"Hi! I am Lori. I am a graduate student and I am studying in a cafe in San Jose. I have two friends named Sophia and Carolyn. They both are yoga enthusiasts and have been discussing the relaxing and scenic locations available for retreats right here in San Jose, which is ideal for organizing yoga events. When I was in Tulsa with Sophia, she said that Carolyn wanted to organize a yoga retreat here.","Andrew -> Lori
John -> Sophia
Chris -> Carolyn
Los Angeles -> San Jose
New York -> Tulsa",female
894,224,"When I was in New York with John, he said that Chris wanted to organize a yoga retreat here.",non-quot,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They both are yoga enthusiasts and surprisingly realized they haven't organized any yoga retreats in New York yet, which is unexpected given its diverse and vibrant wellness community.",shifted,non-shifted,here,"According to the last sentence, where does Carolyn want to organize a yoga retreat?",San Jose,Tulsa,"Hi! I am Lori. I am a graduate student and I am studying in a cafe in San Jose. I have two friends named Sophia and Carolyn. They both are yoga enthusiasts and surprisingly realized they haven't organized any yoga retreats in Tulsa yet, which is unexpected given its diverse and vibrant wellness community. When I was in Tulsa with Sophia, she said that Carolyn wanted to organize a yoga retreat here.","Andrew -> Lori
John -> Sophia
Chris -> Carolyn
Los Angeles -> San Jose
New York -> Tulsa",female
895,224,"When I was in New York with John, he said ""Chris wants to organize a yoga retreat here"".",quotation,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They both are yoga enthusiasts and have been discussing the relaxing and scenic locations available for retreats right here in Los Angeles, which is ideal for organizing yoga events.",non-shifted,shifted,here,"According to the last sentence, where does Carolyn want to organize a yoga retreat?",San Jose,Tulsa,"Hi! I am Lori. I am a graduate student and I am studying in a cafe in San Jose. I have two friends named Sophia and Carolyn. They both are yoga enthusiasts and have been discussing the relaxing and scenic locations available for retreats right here in San Jose, which is ideal for organizing yoga events. When I was in Tulsa with Sophia, she said ""Carolyn wants to organize a yoga retreat here"".","Andrew -> Lori
John -> Sophia
Chris -> Carolyn
Los Angeles -> San Jose
New York -> Tulsa",female
896,224,"When I was in New York with John, he said ""Chris wants to organize a yoga retreat here"".",quotation,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They both are yoga enthusiasts and surprisingly realized they haven't organized any yoga retreats in New York yet, which is unexpected given its diverse and vibrant wellness community.",shifted,shifted,here,"According to the last sentence, where does Carolyn want to organize a yoga retreat?",San Jose,Tulsa,"Hi! I am Lori. I am a graduate student and I am studying in a cafe in San Jose. I have two friends named Sophia and Carolyn. They both are yoga enthusiasts and surprisingly realized they haven't organized any yoga retreats in Tulsa yet, which is unexpected given its diverse and vibrant wellness community. When I was in Tulsa with Sophia, she said ""Carolyn wants to organize a yoga retreat here"".","Andrew -> Lori
John -> Sophia
Chris -> Carolyn
Los Angeles -> San Jose
New York -> Tulsa",female
897,225,"When I was in New York with John, he said that Chris wanted to host a culinary festival here.",non-quot,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They are both food enthusiasts who love bringing people together to celebrate diverse cuisines. Recently, I've been telling them about the multicultural culinary events right here in Los Angeles, making it an ideal location for a fascinating culinary festival.",non-shifted,non-shifted,here,"According to the last sentence, where does Paul want to host a culinary festival?",Wichita,Colorado Springs,"Hi! I am Jeffrey. I am a graduate student and I am studying in a cafe in Wichita. I have two friends named Ethan and Paul. They are both food enthusiasts who love bringing people together to celebrate diverse cuisines. Recently, I've been telling them about the multicultural culinary events right here in Wichita, making it an ideal location for a fascinating culinary festival. When I was in Colorado Springs with Ethan, he said that Paul wanted to host a culinary festival here.","Andrew -> Jeffrey
John -> Ethan
Chris -> Paul
Los Angeles -> Wichita
New York -> Colorado Springs",male
898,225,"When I was in New York with John, he said that Chris wanted to host a culinary festival here.",non-quot,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They are both food enthusiasts who love bringing people together to celebrate diverse cuisines. Surprisingly, they realized they haven't hosted any significant culinary festivals in New York, which is quite unexpected given its reputation for amazing food events.",shifted,non-shifted,here,"According to the last sentence, where does Paul want to host a culinary festival?",Wichita,Colorado Springs,"Hi! I am Jeffrey. I am a graduate student and I am studying in a cafe in Wichita. I have two friends named Ethan and Paul. They are both food enthusiasts who love bringing people together to celebrate diverse cuisines. Surprisingly, they realized they haven't hosted any significant culinary festivals in Colorado Springs, which is quite unexpected given its reputation for amazing food events. When I was in Colorado Springs with Ethan, he said that Paul wanted to host a culinary festival here.","Andrew -> Jeffrey
John -> Ethan
Chris -> Paul
Los Angeles -> Wichita
New York -> Colorado Springs",male
899,225,"When I was in New York with John, he said ""Chris wants to host a culinary festival here"".",quotation,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They are both food enthusiasts who love bringing people together to celebrate diverse cuisines. Recently, I've been telling them about the multicultural culinary events right here in Los Angeles, making it an ideal location for a fascinating culinary festival.",non-shifted,shifted,here,"According to the last sentence, where does Paul want to host a culinary festival?",Wichita,Colorado Springs,"Hi! I am Jeffrey. I am a graduate student and I am studying in a cafe in Wichita. I have two friends named Ethan and Paul. They are both food enthusiasts who love bringing people together to celebrate diverse cuisines. Recently, I've been telling them about the multicultural culinary events right here in Wichita, making it an ideal location for a fascinating culinary festival. When I was in Colorado Springs with Ethan, he said ""Paul wants to host a culinary festival here"".","Andrew -> Jeffrey
John -> Ethan
Chris -> Paul
Los Angeles -> Wichita
New York -> Colorado Springs",male
900,225,"When I was in New York with John, he said ""Chris wants to host a culinary festival here"".",quotation,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They are both food enthusiasts who love bringing people together to celebrate diverse cuisines. Surprisingly, they realized they haven't hosted any significant culinary festivals in New York, which is quite unexpected given its reputation for amazing food events.",shifted,shifted,here,"According to the last sentence, where does Paul want to host a culinary festival?",Wichita,Colorado Springs,"Hi! I am Jeffrey. I am a graduate student and I am studying in a cafe in Wichita. I have two friends named Ethan and Paul. They are both food enthusiasts who love bringing people together to celebrate diverse cuisines. Surprisingly, they realized they haven't hosted any significant culinary festivals in Colorado Springs, which is quite unexpected given its reputation for amazing food events. When I was in Colorado Springs with Ethan, he said ""Paul wants to host a culinary festival here"".","Andrew -> Jeffrey
John -> Ethan
Chris -> Paul
Los Angeles -> Wichita
New York -> Colorado Springs",male
901,226,"When I was in New York with John, he said that Chris wanted to publish a magazine here.",non-quot,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They are both passionate about publishing and have been exploring the dynamic media scene right here in Los Angeles, making it the perfect place for publishing a new magazine.",non-shifted,non-shifted,here,"According to the last sentence, where does Carl want to publish a magazine?",Phoenix,Memphis,"Hi! I am Billy. I am a graduate student and I am studying in a cafe in Phoenix. I have two friends named Tyler and Carl. They are both passionate about publishing and have been exploring the dynamic media scene right here in Phoenix, making it the perfect place for publishing a new magazine. When I was in Memphis with Tyler, he said that Carl wanted to publish a magazine here.","Andrew -> Billy
John -> Tyler
Chris -> Carl
Los Angeles -> Phoenix
New York -> Memphis",male
902,226,"When I was in New York with John, he said that Chris wanted to publish a magazine here.",non-quot,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They are both passionate about publishing but surprisingly, they haven't published a magazine in New York yet, which is unexpected given its prominence in the publishing industry.",shifted,non-shifted,here,"According to the last sentence, where does Carl want to publish a magazine?",Phoenix,Memphis,"Hi! I am Billy. I am a graduate student and I am studying in a cafe in Phoenix. I have two friends named Tyler and Carl. They are both passionate about publishing but surprisingly, they haven't published a magazine in Memphis yet, which is unexpected given its prominence in the publishing industry. When I was in Memphis with Tyler, he said that Carl wanted to publish a magazine here.","Andrew -> Billy
John -> Tyler
Chris -> Carl
Los Angeles -> Phoenix
New York -> Memphis",male
903,226,"When I was in New York with John, he said ""Chris wants to publish a magazine here"".",quotation,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They are both passionate about publishing and have been exploring the dynamic media scene right here in Los Angeles, making it the perfect place for publishing a new magazine.",non-shifted,shifted,here,"According to the last sentence, where does Carl want to publish a magazine?",Phoenix,Memphis,"Hi! I am Billy. I am a graduate student and I am studying in a cafe in Phoenix. I have two friends named Tyler and Carl. They are both passionate about publishing and have been exploring the dynamic media scene right here in Phoenix, making it the perfect place for publishing a new magazine. When I was in Memphis with Tyler, he said ""Carl wants to publish a magazine here"".","Andrew -> Billy
John -> Tyler
Chris -> Carl
Los Angeles -> Phoenix
New York -> Memphis",male
904,226,"When I was in New York with John, he said ""Chris wants to publish a magazine here"".",quotation,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They are both passionate about publishing but surprisingly, they haven't published a magazine in New York yet, which is unexpected given its prominence in the publishing industry.",shifted,shifted,here,"According to the last sentence, where does Carl want to publish a magazine?",Phoenix,Memphis,"Hi! I am Billy. I am a graduate student and I am studying in a cafe in Phoenix. I have two friends named Tyler and Carl. They are both passionate about publishing but surprisingly, they haven't published a magazine in Memphis yet, which is unexpected given its prominence in the publishing industry. When I was in Memphis with Tyler, he said ""Carl wants to publish a magazine here"".","Andrew -> Billy
John -> Tyler
Chris -> Carl
Los Angeles -> Phoenix
New York -> Memphis",male
905,227,"When I was in New York with John, he said that Chris wanted to organize a photography tour here.",non-quot,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They both love photography and exploring scenic destinations. Recently, I've been telling them about the incredible photo opportunities and diverse landscapes right here in Los Angeles, making it an ideal location for a photography tour.",non-shifted,non-shifted,here,"According to the last sentence, where does Amy want to organize a photography tour?",Baltimore,San Antonio,"Hi! I am Julie. I am a graduate student and I am studying in a cafe in Baltimore. I have two friends named Patricia and Amy. They both love photography and exploring scenic destinations. Recently, I've been telling them about the incredible photo opportunities and diverse landscapes right here in Baltimore, making it an ideal location for a photography tour. When I was in San Antonio with Patricia, she said that Amy wanted to organize a photography tour here.","Andrew -> Julie
John -> Patricia
Chris -> Amy
Los Angeles -> Baltimore
New York -> San Antonio",female
906,227,"When I was in New York with John, he said that Chris wanted to organize a photography tour here.",non-quot,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They both love photography and exploring scenic destinations. Surprisingly, they realized they haven't organized a photography tour in New York yet, which is quite unexpected given the city's iconic architecture and landmarks.",shifted,non-shifted,here,"According to the last sentence, where does Amy want to organize a photography tour?",Baltimore,San Antonio,"Hi! I am Julie. I am a graduate student and I am studying in a cafe in Baltimore. I have two friends named Patricia and Amy. They both love photography and exploring scenic destinations. Surprisingly, they realized they haven't organized a photography tour in San Antonio yet, which is quite unexpected given the city's iconic architecture and landmarks. When I was in San Antonio with Patricia, she said that Amy wanted to organize a photography tour here.","Andrew -> Julie
John -> Patricia
Chris -> Amy
Los Angeles -> Baltimore
New York -> San Antonio",female
907,227,"When I was in New York with John, he said ""Chris wants to organize a photography tour here"".",quotation,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They both love photography and exploring scenic destinations. Recently, I've been telling them about the incredible photo opportunities and diverse landscapes right here in Los Angeles, making it an ideal location for a photography tour.",non-shifted,shifted,here,"According to the last sentence, where does Amy want to organize a photography tour?",Baltimore,San Antonio,"Hi! I am Julie. I am a graduate student and I am studying in a cafe in Baltimore. I have two friends named Patricia and Amy. They both love photography and exploring scenic destinations. Recently, I've been telling them about the incredible photo opportunities and diverse landscapes right here in Baltimore, making it an ideal location for a photography tour. When I was in San Antonio with Patricia, she said ""Amy wants to organize a photography tour here"".","Andrew -> Julie
John -> Patricia
Chris -> Amy
Los Angeles -> Baltimore
New York -> San Antonio",female
908,227,"When I was in New York with John, he said ""Chris wants to organize a photography tour here"".",quotation,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They both love photography and exploring scenic destinations. Surprisingly, they realized they haven't organized a photography tour in New York yet, which is quite unexpected given the city's iconic architecture and landmarks.",shifted,shifted,here,"According to the last sentence, where does Amy want to organize a photography tour?",Baltimore,San Antonio,"Hi! I am Julie. I am a graduate student and I am studying in a cafe in Baltimore. I have two friends named Patricia and Amy. They both love photography and exploring scenic destinations. Surprisingly, they realized they haven't organized a photography tour in San Antonio yet, which is quite unexpected given the city's iconic architecture and landmarks. When I was in San Antonio with Patricia, she said ""Amy wants to organize a photography tour here"".","Andrew -> Julie
John -> Patricia
Chris -> Amy
Los Angeles -> Baltimore
New York -> San Antonio",female
909,228,"When I was in New York with John, he said that Chris wanted to deliver a speech here.",non-quot,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They both are skilled public speakers who thrive on engaging with audiences. Recently, I've been telling them about the fantastic speaking opportunities and venues available right here in Los Angeles, which is an ideal setting for their next speech.",non-shifted,non-shifted,here,"According to the last sentence, where does Raymond want to deliver a speech?",Omaha,Las Vegas,"Hi! I am Paul. I am a graduate student and I am studying in a cafe in Omaha. I have two friends named Sean and Raymond. They both are skilled public speakers who thrive on engaging with audiences. Recently, I've been telling them about the fantastic speaking opportunities and venues available right here in Omaha, which is an ideal setting for their next speech. When I was in Las Vegas with Sean, he said that Raymond wanted to deliver a speech here.","Andrew -> Paul
John -> Sean
Chris -> Raymond
Los Angeles -> Omaha
New York -> Las Vegas",male
910,228,"When I was in New York with John, he said that Chris wanted to deliver a speech here.",non-quot,"Hi! I am Andrew. I am a graduate student and I am studying in a cafe in Los Angeles. I have two friends named John and Chris. They both are skilled public speakers who thrive on engaging with audiences. Surprisingly, they haven't delivered many speeches in New York yet, which is unexpected given the city's reputation for hosting significant events and conferences.",shifted,non-shifted,here,"According to the last sentence, where does Raymond want to deliver a speech?",Omaha,Las Vegas,"Hi! I am Paul. I am a graduate student and I am studying in a cafe in Omaha. I have two friends named Sean and Raymond. They both are skilled public speakers who thrive on engaging with audiences. Surprisingly, they haven't delivered many speeches in Las Vegas yet, which is unexpected given the city's reputation for hosting significant events and conferences. When I was in Las Vegas with Sean, he said that Raymond wanted to deliver a speech here.","Andrew -> Paul
John -> Sean
Chris -> Raymond
Los Angeles -> Omaha
New York -> Las Vegas",male
